"name","first_release","versions","archived","index"
"Pareto","2019-12-17 15:50:00",7,TRUE,17678
"rwstats","2019-12-18 12:20:00",1,FALSE,17679
"rDecode","2019-12-18 14:20:00",1,FALSE,17680
"tfhub","2019-12-18 14:20:00",2,TRUE,17681
"HydroCode","2019-12-18 14:40:00",3,TRUE,17682
"morphomap","2019-12-18 14:40:00",3,TRUE,17683
"arkhe","2019-12-18 14:50:00",3,TRUE,17684
"tcensReg","2019-12-18 14:50:00",4,TRUE,17685
"univariateML","2019-12-18 14:50:00",2,TRUE,17686
"DHBins","2019-12-18 15:00:00",1,FALSE,17687
"OCNet","2019-12-18 15:00:00",5,TRUE,17688
"TreeTools","2019-12-18 15:00:00",9,TRUE,17689
"uklr","2019-12-18 15:00:00",2,TRUE,17690
"npsurvSS","2019-12-18 15:10:00",1,FALSE,17691
"isotree","2019-12-18 15:20:00",7,TRUE,17692
"ProbeDeveloper","2019-12-18 15:30:00",1,FALSE,17693
"csodata","2019-12-18 15:30:00",4,TRUE,17694
"wactor","2019-12-18 15:30:00",1,FALSE,17695
"CCAMLRGIS","2019-12-18 15:50:00",7,TRUE,17696
"dual","2019-12-18 15:50:00",1,FALSE,17697
"cutoff","2019-12-20 10:10:00",1,FALSE,17698
"dockr","2019-12-20 10:30:00",1,TRUE,17699
"deep","2019-12-20 11:50:00",1,FALSE,17700
"syn","2019-12-20 12:10:00",1,FALSE,17701
"vov","2019-12-20 13:20:00",3,TRUE,17702
"smog","2019-12-20 13:30:00",2,TRUE,17703
"LoopRig","2019-12-20 13:40:00",1,FALSE,17704
"bSims","2019-12-20 13:40:00",1,FALSE,17705
"proffer","2019-12-20 13:40:00",2,TRUE,17706
"GACFF","2019-12-20 13:50:00",1,FALSE,17707
"VLTimeCausality","2019-12-20 13:50:00",2,TRUE,17708
"ezmmek","2019-12-20 13:50:00",2,TRUE,17709
"methcon5","2019-12-20 13:50:00",1,FALSE,17710
"BCHM","2019-12-20 14:30:00",3,TRUE,17711
"funneljoin","2019-12-20 14:30:00",1,FALSE,17712
"FSinR","2019-12-22 15:30:00",3,TRUE,17713
"RBaseX","2019-12-22 15:40:00",3,TRUE,17714
"debar","2019-12-22 15:50:00",1,FALSE,17715
"olr","2019-12-22 16:00:00",2,TRUE,17716
"phenesse","2019-12-22 16:00:00",3,TRUE,17717
"speech","2019-12-22 16:10:00",1,FALSE,17718
"rPAex","2019-12-22 16:30:00",2,TRUE,17719
"ralger","2019-12-22 16:30:00",6,TRUE,17720
"BayesMFSurv","2019-12-22 16:40:00",1,FALSE,17721
"REDCapExporter","2019-12-22 16:50:00",3,TRUE,17722
"MEDITS","2019-12-22 17:10:00",1,FALSE,17723
"mlr3proba","2019-12-22 21:10:00",12,TRUE,17724
"sparkhail","2019-12-23 17:50:00",1,FALSE,17725
"set6","2019-12-23 18:00:00",10,TRUE,17726
"fastmit","2019-12-30 14:00:00",1,FALSE,17727
"workflows","2019-12-30 14:00:00",6,TRUE,17728
"sbw","2019-12-30 15:20:00",2,TRUE,17729
"multilinguer","2019-12-30 17:00:00",2,TRUE,17730
"slurmR","2019-12-31 02:00:00",2,TRUE,17731
"packagedocs","2020-01-01 10:37:00",1,TRUE,17732
"PROJ","2020-01-07 17:00:00",5,TRUE,17733
"ppmHR","2020-01-07 17:20:00",1,FALSE,17734
"transplantr","2020-01-07 17:30:00",2,TRUE,17735
"conjurer","2020-01-07 19:50:00",4,TRUE,17736
"syslognet","2020-01-08 16:10:00",1,FALSE,17737
"wrProteo","2020-01-08 16:10:00",6,TRUE,17738
"diversityForest","2020-01-08 16:20:00",2,TRUE,17739
"akc","2020-01-08 16:30:00",4,TRUE,17740
"r2sundials","2020-01-08 16:30:00",2,TRUE,17741
"jfa","2020-01-08 17:10:00",5,TRUE,17742
"mlr3viz","2020-01-08 17:10:00",6,TRUE,17743
"publipha","2020-01-08 17:20:00",2,TRUE,17744
"xnet","2020-01-09 09:30:00",2,TRUE,17745
"vectools","2020-01-09 10:10:00",2,TRUE,17746
"shinyloadtest","2020-01-09 10:20:00",1,FALSE,17747
"bggum","2020-01-09 10:50:00",2,TRUE,17748
"RFmerge","2020-01-09 11:10:00",2,TRUE,17749
"cbq","2020-01-09 11:20:00",3,TRUE,17750
"echelon","2020-01-09 11:30:00",1,FALSE,17751
"fasstr","2020-01-09 12:40:00",2,TRUE,17752
"pcts","2020-01-09 15:30:00",3,TRUE,17753
"mcp","2020-01-09 16:30:00",2,TRUE,17754
"PenIC","2020-01-09 16:40:00",1,FALSE,17755
"FABInference","2020-01-09 17:00:00",1,FALSE,17756
"riceidconverter","2020-01-09 17:50:00",4,TRUE,17757
"mbsts","2020-01-09 18:10:00",1,FALSE,17758
"varTestnlme","2020-01-10 11:30:00",2,TRUE,17759
"dmdScheme","2020-01-10 17:20:00",8,TRUE,17760
"MLMOI","2020-01-10 17:30:00",1,FALSE,17761
"ldaPrototype","2020-01-10 17:40:00",2,TRUE,17762
"skedastic","2020-01-10 17:40:00",3,TRUE,17763
"babette","2020-01-11 12:50:00",4,TRUE,17764
"BioPETsurv","2020-01-12 10:20:00",1,FALSE,17765
"fcaR","2020-01-12 10:50:00",3,TRUE,17766
"modelbased","2020-01-12 11:00:00",4,TRUE,17767
"sanzo","2020-01-12 11:30:00",1,FALSE,17768
"nhlscrape","2020-01-12 11:40:00",2,TRUE,17769
"serpstatr","2020-01-13 10:30:00",2,TRUE,17770
"themis","2020-01-13 15:30:00",4,TRUE,17771
"extRC","2020-01-13 15:40:00",3,TRUE,17772
"apyramid","2020-01-13 15:50:00",3,TRUE,17773
"outForest","2020-01-13 15:50:00",1,FALSE,17774
"optimalThreshold","2020-01-13 16:10:00",1,FALSE,17775
"relgam","2020-01-13 16:10:00",1,FALSE,17776
"BinaryDosage","2020-01-13 16:20:00",1,FALSE,17777
"PAMA","2020-01-13 16:20:00",2,TRUE,17778
"nlraa","2020-01-13 16:20:00",4,TRUE,17779
"BRL","2020-01-13 16:50:00",1,FALSE,17780
"atakrig","2020-01-13 16:50:00",3,TRUE,17781
"survParamSim","2020-01-13 17:00:00",3,TRUE,17782
"s2net","2020-01-13 17:10:00",2,TRUE,17783
"Boptbd","2020-01-13 17:20:00",1,FALSE,17784
"cSEM","2020-01-13 17:20:00",3,TRUE,17785
"cuRe","2020-01-13 17:30:00",2,TRUE,17786
"hrcomprisk","2020-01-13 17:30:00",2,TRUE,17787
"lncDIFF","2020-01-13 22:20:00",1,FALSE,17788
"ced","2020-01-13 23:00:00",2,TRUE,17789
"tidyREDCap","2020-01-13 23:40:00",2,TRUE,17790
"dppmix","2020-01-14 10:00:00",1,FALSE,17791
"metan","2020-01-14 10:20:00",11,TRUE,17792
"nosoi","2020-01-14 10:30:00",4,TRUE,17793
"yager","2020-01-14 10:30:00",2,TRUE,17794
"impactflu","2020-01-14 11:00:00",1,FALSE,17795
"factset.protobuf.stach","2020-01-14 11:20:00",1,FALSE,17796
"forestError","2020-01-14 11:30:00",3,TRUE,17797
"statgenSTA","2020-01-14 11:30:00",5,TRUE,17798
"ROMDB","2020-01-14 11:40:00",1,FALSE,17799
"warp","2020-01-14 11:40:00",2,TRUE,17800
"yap","2020-01-15 09:50:00",2,TRUE,17801
"carat","2020-01-15 10:20:00",7,TRUE,17802
"covglasso","2020-01-15 10:30:00",3,TRUE,17803
"demoShiny","2020-01-16 10:30:00",1,FALSE,17804
"polyMatrix","2020-01-16 10:30:00",3,TRUE,17805
"DSpoty","2020-01-16 10:50:00",1,FALSE,17806
"matchmaker","2020-01-16 11:10:00",2,TRUE,17807
"packageDiff","2020-01-16 11:30:00",1,FALSE,17808
"bacondecomp","2020-01-16 11:40:00",2,TRUE,17809
"policytree","2020-01-16 11:40:00",7,TRUE,17810
"CovCombR","2020-01-18 11:30:00",1,FALSE,17811
"Taba","2020-01-18 11:30:00",3,TRUE,17812
"hildareadR","2020-01-18 11:30:00",1,FALSE,17813
"dscore","2020-01-18 12:00:00",4,TRUE,17814
"opentripplanner","2020-01-19 15:20:00",9,TRUE,17815
"LassoNet","2020-01-19 15:30:00",1,FALSE,17816
"centrifugeR","2020-01-19 15:30:00",3,TRUE,17817
"statgenGWAS","2020-01-19 15:30:00",5,TRUE,17818
"NGSSEML","2020-01-19 15:40:00",3,TRUE,17819
"miceRanger","2020-01-19 16:20:00",6,TRUE,17820
"seagull","2020-01-19 16:20:00",4,TRUE,17821
"isoboost","2020-01-19 16:30:00",1,FALSE,17822
"Disequilibrium","2020-01-20 09:10:00",2,TRUE,17823
"provGraphR","2020-01-20 09:30:00",1,FALSE,17824
"shinySIR","2020-01-20 09:30:00",3,TRUE,17825
"clustermole","2020-01-20 10:00:00",2,TRUE,17826
"vampyr","2020-01-20 10:30:00",2,TRUE,17827
"abdiv","2020-01-20 10:50:00",1,FALSE,17828
"mosmafs","2020-01-22 11:20:00",3,TRUE,17829
"PoissonBinomial","2020-01-22 14:50:00",8,TRUE,17830
"crevents","2020-01-22 14:50:00",1,TRUE,17831
"soundcorrs","2020-01-22 15:20:00",5,TRUE,17832
"soundcorrs","2020-01-22 15:20:00",5,TRUE,17833
"progressr","2020-01-23 14:10:00",3,TRUE,17834
"icrf","2020-01-23 15:30:00",1,FALSE,17835
"flying","2020-01-23 16:00:00",2,TRUE,17836
"splitTools","2020-01-23 16:00:00",5,TRUE,17837
"depcoeff","2020-01-23 16:20:00",1,FALSE,17838
"spiR","2020-01-23 16:20:00",1,FALSE,17839
"heddlr","2020-01-23 16:30:00",2,TRUE,17840
"Bvalue","2020-01-23 16:50:00",1,FALSE,17841
"metropolis","2020-01-23 17:30:00",2,TRUE,17842
"netstat","2020-01-23 17:30:00",1,FALSE,17843
"rarms","2020-01-23 17:30:00",1,FALSE,17844
"Rdta","2020-01-24 16:50:00",1,FALSE,17845
"nlist","2020-01-24 17:00:00",4,TRUE,17846
"fdaACF","2020-01-24 17:10:00",3,TRUE,17847
"santoku","2020-01-24 17:10:00",4,TRUE,17848
"USgrid","2020-01-24 17:20:00",2,TRUE,17849
"USgrid","2020-01-24 17:20:00",2,TRUE,17850
"signnet","2020-01-24 17:20:00",6,TRUE,17851
"GADGET","2020-01-24 17:30:00",1,TRUE,17852
"datanugget","2020-01-24 17:30:00",1,FALSE,17853
"gridtext","2020-01-24 17:30:00",2,TRUE,17854
"round","2020-01-24 18:00:00",2,TRUE,17855
"BioProbability","2020-01-24 18:10:00",1,FALSE,17856
"fad","2020-01-24 18:20:00",1,FALSE,17857
"chilemapas","2020-01-24 18:50:00",2,TRUE,17858
"dccvalidator","2020-01-26 10:10:00",3,TRUE,17859
"ksharp","2020-01-26 10:10:00",1,FALSE,17860
"birankr","2020-01-26 10:30:00",2,TRUE,17861
"caracas","2020-01-26 10:30:00",3,TRUE,17862
"shinypanels","2020-01-26 10:30:00",1,FALSE,17863
"ddi","2020-01-26 10:50:00",1,FALSE,17864
"clifford","2020-01-30 09:30:00",2,TRUE,17865
"MicroNiche","2020-01-30 09:40:00",1,FALSE,17866
"forrel","2020-01-30 09:40:00",3,TRUE,17867
"sara4r","2020-01-30 12:20:00",1,FALSE,17868
"FSSF","2020-01-31 13:40:00",2,TRUE,17869
"markdownInput","2020-01-31 14:20:00",1,FALSE,17870
"wkNNMI","2020-01-31 14:20:00",1,FALSE,17871
"binomialRF","2020-01-31 14:40:00",3,TRUE,17872
"influenceAUC","2020-01-31 14:40:00",3,TRUE,17873
"helda","2020-01-31 15:20:00",7,TRUE,17874
"FcircSEC","2020-01-31 15:50:00",1,FALSE,17875
"IGST","2020-01-31 16:00:00",1,FALSE,17876
"ggeasy","2020-01-31 16:00:00",2,TRUE,17877
"momentfit","2020-01-31 16:30:00",3,TRUE,17878
"FastCUB","2020-01-31 17:00:00",2,TRUE,17879
"geodiv","2020-01-31 17:00:00",3,TRUE,17880
"BayesReversePLLH","2020-02-01 10:20:00",3,TRUE,17881
"ergmito","2020-02-01 10:40:00",3,TRUE,17882
"pdynmc","2020-02-01 10:40:00",4,TRUE,17883
"AWAPer","2020-02-01 12:00:00",3,TRUE,17884
"simplecolors","2020-02-01 12:00:00",2,TRUE,17885
"rpredictit","2020-02-02 14:20:00",2,TRUE,17886
"MKpower","2020-02-02 14:40:00",1,FALSE,17887
"factset.analyticsapi.engines","2020-02-02 15:20:00",1,FALSE,17888
"PupillometryR","2020-02-02 16:00:00",3,TRUE,17889
"RsqMed","2020-02-02 16:00:00",1,FALSE,17890
"RSQL","2020-02-05 16:10:00",3,TRUE,17891
"allestimates","2020-02-05 16:30:00",4,TRUE,17892
"shinyNotes","2020-02-05 16:30:00",1,FALSE,17893
"rpubs","2020-02-05 16:50:00",1,FALSE,17894
"Bayesiangammareg","2020-02-06 10:50:00",1,FALSE,17895
"googleCloudRunner","2020-02-06 10:50:00",3,TRUE,17896
"lcars","2020-02-06 10:50:00",2,TRUE,17897
"lcars","2020-02-06 10:50:00",2,TRUE,17898
"onemapsgapi","2020-02-06 11:00:00",1,FALSE,17899
"ipmisc","2020-02-06 11:30:00",9,TRUE,17900
"slider","2020-02-06 14:10:00",6,TRUE,17901
"danstat","2020-02-06 15:50:00",1,FALSE,17902
"rawKS","2020-02-06 16:00:00",1,FALSE,17903
"rco","2020-02-06 16:00:00",2,TRUE,17904
"BGGM","2020-02-06 16:20:00",4,TRUE,17905
"MTPS","2020-02-06 16:40:00",2,TRUE,17906
"add2ggplot","2020-02-07 11:50:00",1,FALSE,17907
"DFA.CANCOR","2020-02-07 12:20:00",4,TRUE,17908
"unisensR","2020-02-09 11:10:00",2,TRUE,17909
"ggrisk","2020-02-09 12:10:00",2,TRUE,17910
"unheadr","2020-02-09 15:40:00",3,TRUE,17911
"ISRaD","2020-02-09 16:10:00",2,TRUE,17912
"NMADiagT","2020-02-09 16:10:00",3,TRUE,17913
"cdlei","2020-02-09 16:40:00",1,FALSE,17914
"bioC.logs","2020-02-09 16:50:00",2,TRUE,17915
"MediaNews","2020-02-09 17:10:00",1,FALSE,17916
"misty","2020-02-09 19:30:00",6,TRUE,17917
"marketr","2020-02-10 15:20:00",1,FALSE,17918
"beakr","2020-02-10 16:00:00",1,FALSE,17919
"mlr3data","2020-02-10 16:00:00",3,TRUE,17920
"tidytable","2020-02-10 16:20:00",12,TRUE,17921
"IPV","2020-02-10 20:50:00",2,TRUE,17922
"mFLICA","2020-02-11 08:50:00",2,TRUE,17923
"tune","2020-02-11 08:50:00",3,TRUE,17924
"mixIndependR","2020-02-11 09:20:00",3,TRUE,17925
"natmanager","2020-02-11 09:40:00",3,TRUE,17926
"sequence","2020-02-11 10:00:00",1,FALSE,17927
"PlaneGeometry","2020-02-11 10:20:00",3,TRUE,17928
"VALERIE","2020-02-11 10:40:00",2,TRUE,17929
"naijR","2020-02-11 10:40:00",6,TRUE,17930
"FCPS","2020-02-11 10:50:00",6,TRUE,17931
"geocacheR","2020-02-11 10:50:00",1,FALSE,17932
"owl","2020-02-11 10:50:00",1,TRUE,17933
"Tendril","2020-02-11 11:00:00",1,FALSE,17934
"neurocInstall","2020-02-11 19:00:00",1,FALSE,17935
"mnonr","2020-02-11 19:10:00",1,FALSE,17936
"HDCurves","2020-02-11 19:50:00",1,FALSE,17937
"RcppSimdJson","2020-02-12 10:10:00",10,TRUE,17938
"shinyKnobs","2020-02-13 09:30:00",1,FALSE,17939
"implied","2020-02-16 11:20:00",3,TRUE,17940
"cchsflow","2020-02-16 12:30:00",3,TRUE,17941
"xpose.nlmixr","2020-02-16 12:40:00",1,TRUE,17942
"overdisp","2020-02-16 13:30:00",2,TRUE,17943
"geosample","2020-02-17 05:13:00",1,TRUE,17944
"PHInfiniteEstimates","2020-02-17 14:30:00",5,TRUE,17945
"readtextgrid","2020-02-17 14:30:00",1,FALSE,17946
"influential","2020-02-17 14:50:00",6,TRUE,17947
"discourseGT","2020-02-17 15:00:00",3,TRUE,17948
"rModeling","2020-02-17 15:10:00",1,FALSE,17949
"treestructure","2020-02-17 15:20:00",1,FALSE,17950
"neo2R","2020-02-17 15:40:00",2,TRUE,17951
"Superpower","2020-02-17 16:20:00",2,TRUE,17952
"osfr","2020-02-17 19:50:00",1,FALSE,17953
"taxadb","2020-02-19 07:50:00",1,FALSE,17954
"ravelRy","2020-02-19 09:30:00",1,FALSE,17955
"omicwas","2020-02-19 09:42:00",3,TRUE,17956
"genTS","2020-02-19 15:00:00",1,FALSE,17957
"MKomics","2020-02-19 20:20:00",1,FALSE,17958
"SAMBA","2020-02-20 07:50:00",1,FALSE,17959
"guf","2020-02-20 07:50:00",1,FALSE,17960
"evalITR","2020-02-20 09:10:00",2,TRUE,17961
"studyStrap","2020-02-20 09:10:00",1,FALSE,17962
"ollggamma","2020-02-20 09:30:00",1,FALSE,17963
"autokeras","2020-02-20 09:50:00",1,FALSE,17964
"L1mstate","2020-02-20 10:00:00",1,FALSE,17965
"metagam","2020-02-20 10:20:00",4,TRUE,17966
"neatStats","2020-02-20 11:10:00",5,TRUE,17967
"KOBT","2020-02-20 14:00:00",1,FALSE,17968
"mvrsquared","2020-02-20 14:00:00",3,TRUE,17969
"BayesLN","2020-02-20 14:10:00",2,TRUE,17970
"stlnpp","2020-02-20 14:40:00",2,TRUE,17971
"hJAM","2020-02-20 14:50:00",1,FALSE,17972
"shinyypr","2020-02-20 14:50:00",2,TRUE,17973
"BayesGPfit","2020-02-20 16:10:00",1,FALSE,17974
"crsmeta","2020-02-20 16:20:00",3,TRUE,17975
"SeqDetect","2020-02-20 16:30:00",3,TRUE,17976
"endoSwitch","2020-02-21 10:20:00",1,FALSE,17977
"varitas","2020-02-21 12:00:00",2,TRUE,17978
"MDBED","2020-02-21 13:00:00",1,FALSE,17979
"packager","2020-02-21 13:10:00",8,TRUE,17980
"Kurt","2020-02-21 14:00:00",1,TRUE,17981
"entcn","2020-02-21 14:00:00",1,FALSE,17982
"fellov","2020-02-21 14:10:00",1,FALSE,17983
"secrettext","2020-02-21 14:10:00",1,FALSE,17984
"poolr","2020-02-21 14:40:00",1,FALSE,17985
"seer","2020-02-21 17:20:00",2,TRUE,17986
"CSMES","2020-02-22 09:30:00",1,FALSE,17987
"semverutils","2020-02-22 10:00:00",1,FALSE,17988
"formulops","2020-02-22 10:20:00",1,FALSE,17989
"rtist","2020-02-22 10:20:00",1,FALSE,17990
"runes","2020-02-22 10:20:00",2,TRUE,17991
"CBSr","2020-02-22 10:30:00",2,TRUE,17992
"baRulho","2020-02-22 11:00:00",3,TRUE,17993
"usa","2020-02-23 09:30:00",1,FALSE,17994
"iNZightTools","2020-02-23 11:30:00",3,TRUE,17995
"matricks","2020-02-23 11:40:00",1,FALSE,17996
"RTL","2020-02-23 18:50:00",4,TRUE,17997
"tidyHeatmap","2020-02-23 19:00:00",5,TRUE,17998
"coronavirus","2020-02-23 19:10:00",3,TRUE,17999
"blockCV","2020-02-23 20:00:00",1,FALSE,18000
"BARIS","2020-02-24 14:30:00",3,TRUE,18001
"tidyfst","2020-02-24 14:40:00",11,TRUE,18002
"mpMap2","2020-02-25 14:10:00",5,TRUE,18003
"datagovsgR","2020-02-25 14:50:00",3,TRUE,18004
"prewas","2020-02-25 14:50:00",2,TRUE,18005
"downloadthis","2020-02-25 15:00:00",6,TRUE,18006
"zzlite","2020-02-25 15:10:00",2,TRUE,18007
"ricegeneann","2020-02-25 16:10:00",1,FALSE,18008
"bqror","2020-02-26 15:00:00",4,TRUE,18009
"CenBAR","2020-02-26 15:50:00",1,FALSE,18010
"quanteda.textmodels","2020-02-26 15:50:00",2,TRUE,18011
"SBmedian","2020-02-26 16:20:00",1,FALSE,18012
"outsider.base","2020-02-26 18:20:00",4,TRUE,18013
"spork","2020-02-27 08:10:00",2,TRUE,18014
"dundermifflin","2020-02-27 08:50:00",1,FALSE,18015
"psychrolib","2020-02-27 10:10:00",2,TRUE,18016
"CompoundEvents","2020-02-28 09:20:00",1,FALSE,18017
"FinePop2","2020-02-28 10:20:00",1,FALSE,18018
"IOHexperimenter","2020-02-28 10:30:00",4,TRUE,18019
"selectSNPs","2020-02-28 10:30:00",1,TRUE,18020
"beats","2020-02-28 10:40:00",1,FALSE,18021
"gsbm","2020-02-28 10:50:00",2,TRUE,18022
"MVQuickGraphs","2020-02-28 11:00:00",1,FALSE,18023
"PanelMatch","2020-02-28 11:20:00",1,FALSE,18024
"xrnet","2020-02-28 11:20:00",2,TRUE,18025
"climatrends","2020-02-28 11:40:00",3,TRUE,18026
"delayed","2020-02-28 11:40:00",1,FALSE,18027
"lchemix","2020-02-28 11:50:00",1,FALSE,18028
"nnGarrote","2020-02-28 12:10:00",4,TRUE,18029
"spacey","2020-02-28 12:30:00",2,TRUE,18030
"RestRserve","2020-02-28 14:20:00",7,TRUE,18031
"xpectr","2020-02-29 12:00:00",5,TRUE,18032
"modeltests","2020-02-29 12:20:00",4,TRUE,18033
"pcds","2020-02-29 12:20:00",2,TRUE,18034
"tergmLite","2020-02-29 12:20:00",2,TRUE,18035
"wiserow","2020-02-29 12:20:00",1,TRUE,18036
"mob","2020-02-29 12:30:00",4,TRUE,18037
"cicerone","2020-02-29 12:40:00",2,TRUE,18038
"BinMat","2020-02-29 13:00:00",2,TRUE,18039
"cubelyr","2020-02-29 13:00:00",1,FALSE,18040
"airqualityES","2020-02-29 13:30:00",1,FALSE,18041
"R2019nCoV","2020-02-29 13:40:00",1,FALSE,18042
"testcorr","2020-02-29 13:40:00",1,FALSE,18043
"mde","2020-02-29 13:50:00",3,TRUE,18044
"tsnetwork","2020-02-29 13:50:00",1,TRUE,18045
"MTAR","2020-03-01 12:10:00",2,TRUE,18046
"fauxnaif","2020-03-01 12:20:00",3,TRUE,18047
"metathis","2020-03-01 12:20:00",3,TRUE,18048
"GPL2025","2020-03-01 12:30:00",1,FALSE,18049
"TexMix","2020-03-01 12:40:00",1,FALSE,18050
"intmed","2020-03-01 13:00:00",2,TRUE,18051
"miniMeta","2020-03-01 13:10:00",1,FALSE,18052
"rutifier","2020-03-02 09:50:00",1,FALSE,18053
"MIMSunit","2020-03-02 10:00:00",4,TRUE,18054
"bcmixed","2020-03-02 11:00:00",2,TRUE,18055
"nichevol","2020-03-02 11:00:00",1,FALSE,18056
"categoryEncodings","2020-03-02 11:20:00",1,FALSE,18057
"nJira","2020-03-02 11:50:00",1,FALSE,18058
"qcapower","2020-03-02 13:40:00",1,FALSE,18059
"skewlmm","2020-03-02 14:20:00",4,TRUE,18060
"virtualNicheR","2020-03-02 14:20:00",1,FALSE,18061
"MDSS","2020-03-02 19:50:00",1,FALSE,18062
"diverge","2020-03-03 10:20:00",3,TRUE,18063
"NobBS","2020-03-03 10:40:00",1,FALSE,18064
"multilevelTools","2020-03-04 09:50:00",1,FALSE,18065
"CFF","2020-03-04 10:00:00",1,FALSE,18066
"hscovar","2020-03-04 10:00:00",3,TRUE,18067
"hsrecombi","2020-03-04 10:20:00",4,TRUE,18068
"DistributionFitR","2020-03-04 14:00:00",1,FALSE,18069
"ghql","2020-03-04 14:30:00",1,FALSE,18070
"scMappR","2020-03-04 14:30:00",4,TRUE,18071
"Carlson","2020-03-04 14:50:00",1,FALSE,18072
"rasterDT","2020-03-04 16:30:00",1,FALSE,18073
"geouy","2020-03-04 16:40:00",6,TRUE,18074
"grabsampling","2020-03-04 17:10:00",1,FALSE,18075
"dfoliatR","2020-03-04 17:20:00",2,TRUE,18076
"ctDNAtools","2020-03-04 18:10:00",1,TRUE,18077
"dualtrees","2020-03-04 18:40:00",1,FALSE,18078
"DCPO","2020-03-05 10:40:00",4,TRUE,18079
"dfvad","2020-03-05 10:50:00",1,FALSE,18080
"stableGR","2020-03-05 10:50:00",1,FALSE,18081
"IncomPair","2020-03-05 11:00:00",1,FALSE,18082
"mcunit","2020-03-05 11:10:00",1,FALSE,18083
"mechkar","2020-03-05 11:10:00",1,TRUE,18084
"ipaddress","2020-03-05 12:20:00",8,TRUE,18085
"EcoDiet","2020-03-05 20:20:00",1,FALSE,18086
"hal9001","2020-03-05 20:20:00",2,TRUE,18087
"emayili","2020-03-05 20:40:00",4,TRUE,18088
"epikit","2020-03-05 20:40:00",3,TRUE,18089
"ProbBayes","2020-03-06 09:40:00",1,FALSE,18090
"ribiosUtils","2020-03-06 09:40:00",1,TRUE,18091
"geoTS","2020-03-06 12:30:00",1,FALSE,18092
"deepdep","2020-03-06 13:20:00",2,TRUE,18093
"quantkriging","2020-03-06 13:20:00",1,FALSE,18094
"dataresqc","2020-03-06 16:00:00",2,TRUE,18095
"scattermore","2020-03-06 16:00:00",1,FALSE,18096
"uFTIR","2020-03-06 16:40:00",3,TRUE,18097
"FactorAssumptions","2020-03-06 17:10:00",1,FALSE,18098
"BAREB","2020-03-06 17:20:00",1,FALSE,18099
"BayesARIMAX","2020-03-06 22:30:00",2,TRUE,18100
"actuaryr","2020-03-06 22:30:00",3,TRUE,18101
"evabic","2020-03-08 17:00:00",2,TRUE,18102
"escalation","2020-03-08 17:10:00",4,TRUE,18103
"rtemps","2020-03-08 17:20:00",6,TRUE,18104
"s2dv","2020-03-08 17:20:00",3,TRUE,18105
"s2dv","2020-03-08 17:20:00",3,TRUE,18106
"splitSelect","2020-03-08 17:20:00",2,TRUE,18107
"evgam","2020-03-08 17:40:00",4,TRUE,18108
"rpls","2020-03-08 18:10:00",2,TRUE,18109
"rayimage","2020-03-08 18:20:00",5,TRUE,18110
"ctgt","2020-03-08 18:50:00",1,FALSE,18111
"funest","2020-03-09 10:00:00",1,FALSE,18112
"aof","2020-03-09 10:10:00",1,FALSE,18113
"genero","2020-03-09 10:10:00",1,FALSE,18114
"checkdown","2020-03-09 11:30:00",7,TRUE,18115
"ocs4R","2020-03-09 15:30:00",1,FALSE,18116
"IETD","2020-03-10 08:50:00",1,FALSE,18117
"vdar","2020-03-10 08:50:00",3,TRUE,18118
"treefit","2020-03-10 09:50:00",1,FALSE,18119
"binovisualfields","2020-03-10 10:20:00",1,FALSE,18120
"factor.switching","2020-03-11 16:00:00",2,TRUE,18121
"aibd","2020-03-11 16:40:00",2,TRUE,18122
"clarkeTest","2020-03-12 16:10:00",1,FALSE,18123
"dm","2020-03-12 17:30:00",7,TRUE,18124
"Signac","2020-03-13 08:50:00",4,TRUE,18125
"RKorAPClient","2020-03-13 09:00:00",3,TRUE,18126
"sorocs","2020-03-13 09:10:00",1,FALSE,18127
"AQuadtree","2020-03-13 10:00:00",3,TRUE,18128
"StabilizedRegression","2020-03-13 10:20:00",1,FALSE,18129
"convergEU","2020-03-13 11:10:00",5,TRUE,18130
"maxnodf","2020-03-13 11:10:00",1,FALSE,18131
"bartBMA","2020-03-13 11:50:00",1,FALSE,18132
"gadget2","2020-03-13 11:50:00",2,TRUE,18133
"haldensify","2020-03-14 15:20:00",2,TRUE,18134
"msd","2020-03-14 15:20:00",3,TRUE,18135
"HighestMedianRules","2020-03-14 15:30:00",1,FALSE,18136
"IRTBEMM","2020-03-14 15:30:00",6,TRUE,18137
"ForecastTB","2020-03-14 15:40:00",1,FALSE,18138
"mdapack","2020-03-14 15:40:00",2,TRUE,18139
"BoostMLR","2020-03-14 15:50:00",2,TRUE,18140
"sim2Dpredictr","2020-03-14 16:10:00",1,FALSE,18141
"CatReg","2020-03-14 18:10:00",2,TRUE,18142
"languageserversetup","2020-03-14 18:50:00",3,TRUE,18143
"lipidomeR","2020-03-15 10:20:00",1,FALSE,18144
"Markovchart","2020-03-15 10:30:00",2,TRUE,18145
"RiemStiefel","2020-03-15 10:30:00",2,TRUE,18146
"Rosenbrock","2020-03-15 10:30:00",1,FALSE,18147
"rorqual.morpho","2020-03-15 11:30:00",1,FALSE,18148
"conflr","2020-03-16 11:40:00",2,TRUE,18149
"registr","2020-03-16 11:40:00",1,FALSE,18150
"correlation","2020-03-16 11:50:00",5,TRUE,18151
